date,area,area_type,unvaccinated_cases,vaccinated_cases,unvaccinated_hosp,vaccinated_hosp,unvaccinated_deaths,vaccinated_deaths,population_unvaccinated,population_vaccinated,unvaccinated_cases_per_100k,vaccinated_cases_per_100k,unvaccinated_hosp_per_100k,vaccinated_hosp_per_100k,unvaccinated_deaths_per_100k,vaccinated_deaths_per_100k
2021-03-07,California,State,1831,27,148,2,35,0,31962173,2442081,8.49352228246273,1.29280841099982,0.535454385854357,0.0818973654027037,0.139450557918664,0.0116996236289577
2021-03-08,California,State,3112,45,176,1,42,0,31874181,2534519,8.3224547344896,1.34711387615785,0.515419405711834,0.0789104362602924,0.138042762573256,0.0112729194657561
2021-03-09,California,State,2672,38,135,3,43,0,31762454,2671166,8.18036828730461,1.28354861830805,0.502390113092107,0.0748736694013027,0.13178182912801,0.0106962384859004
2021-03-10,California,State,2572,47,158,3,48,1,31620115,2837235,8.03195777660608,1.23359538423853,0.509621350658773,0.0704911648136302,0.137344761170449,0.0100701664019472
2021-03-11,California,State,2410,45,148,5,35,0,31440754,3007011,7.91647681222912,1.2019529407394,0.505713062733801,0.0807636363342678,0.13131273596592,0.00475080213730987
2021-03-12,California,State,2320,42,126,5,47,0,31231514,3181457,7.7741988428739,1.18993099253401,0.46976360388512,0.0898061126440765,0.1331073113248,0.00449030563220383
2021-03-13,California,State,1776,26,134,4,38,0,31079954,3304398,7.67283724330572,1.16727550892564,0.471135097010026,0.0994345803899617,0.13237747115989,0.00432324262565051
2021-03-14,California,State,1505,29,97,2,37,0,30996800,3368145,7.54317496368289,1.15366597510329,0.448894263739667,0.0975526376006462,0.133654349573412,0.00424141902611505
2021-03-15,California,State,2677,52,167,9,25,0,30844163,3483761,7.37902986701244,1.14408373183875,0.446947264729287,0.12712041464875,0.126442075928596,0.00410065853705644
2021-03-16,California,State,2354,49,146,5,41,1,30655959,3618301,7.27614304472233,1.1449730530592,0.454817190447611,0.130290037072253,0.126286330544367,0.00789636588316687
2021-03-17,California,State,2430,51,139,1,51,0,30449839,3776871,7.25877635768686,1.11203162617945,0.44898196576437,0.117255035413479,0.128548650595023,0.00378242049720901
2021-03-18,California,State,2052,41,131,4,43,1,30230117,3940971,7.14235693213777,1.05122751292946,0.444211692219763,0.108747673751324,0.133263507665929,0.00724984491675492
2021-03-19,California,State,2011,31,149,3,30,0,30003919,4086357,7.04907915529301,0.97537104215669,0.458511531681673,0.0978866995712807,0.126173993661104,0.00699190711223434
2021-03-20,California,State,1597,27,85,2,48,1,29827461,4194152,7.00505004910935,0.953708878457433,0.43775575994024,0.0885586815710474,0.131709884008278,0.0102183094120439
2021-03-21,California,State,1485,24,101,2,30,1,29733321,4249823,7.01761982313186,0.92440824678379,0.44106360383644,0.0873985978777402,0.128763666479484,0.013445938135037
